callsign,flight_number,date,aircraft_type_icao,origin_iata,destination_iata,origin_latitude_deg,origin_longitude_deg,destination_latitude_deg,destination_longitude_deg,origin_country,destination_country,duration_hours,total_distance_km,great_circle_distance_km,great_circle_ratio,LTO_CO2_kg,CCD_CO2_kg,Total_CO2_kg
VLG3CK,,,A20N,ORY,FCO,48.72333,2.37944,41.804532,12.251998,FR,IT,1.49,1138.62,1088.7051244459017,0.9561619543358643,685.35,9454.23,10139.58
VLG6JX,,,A20N,TFN,SVQ,28.482752,-16.341707,37.417999,-5.89311,ES,ES,1.92,1445.68,1390.190930588451,0.9616173223593402,685.35,11762.65,12448.0
VLG31EA,VY3757,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.58,319.23,276.1640126138499,0.8650941722703063,689.1,4467.4,5156.5
VLG582F,,,A319,DUB,BCN,53.428713,-6.262121,41.2971,2.07846,IE,ES,2.14,1556.01,1485.2649190727598,0.9545343018828669,725.0,13383.84,14108.84
VLG96XB,,,A320,AGP,BIO,36.6749,-4.49911,43.301102,-2.91061,ES,ES,1.36,808.81,749.1098254526187,0.9261876404255867,806.3,8205.62,9011.92
VLG19JN,,,A20N,,BCN,,,41.2971,2.07846,,ES,1.92,1271.64,1179.8617624129656,0.9278268711372445,685.35,10454.25,11139.6
VLG24NR,,,A320,BIO,SVQ,43.301102,-2.91061,37.417999,-5.89311,ES,ES,1.04,718.96,701.1793550512668,0.975268937147083,806.3,7410.94,8217.24
VLG80TH,,,A20N,ALC,LPA,38.2822,-0.558156,27.9319,-15.3866,ES,ES,2.52,1892.77,1793.7059829664704,0.9476618833595579,685.35,15123.79,15809.15
VLG191N,,,A20N,MUC,PMI,48.353802,11.7861,39.551701,2.73881,DE,ES,1.68,1258.75,1202.1920543813387,0.9550681663406861,685.35,10357.34,11042.7
VLG67MF,VY2221,2021-07-03,A321,SVQ,BCN,37.417999,-5.89311,41.2971,2.07846,ES,ES,1.25,900.64,809.3073341596748,0.8985913729788537,689.1,10400.8,11089.9
VLG55WF,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.52,252.02,241.05794119782644,0.9565032187835347,689.1,3781.51,4470.61
VLG29XD,,,A319,FLR,BCN,43.808558,11.202822,41.2971,2.07846,IT,ES,1.31,871.74,797.5793667637148,0.9149280367583394,725.0,7913.74,8638.74
VLG95YB,,,A320,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.53,231.58,201.97414078485818,0.8721570981296233,806.3,3100.31,3906.61
VLG6215,VY6215,2021-07-03,A20N,MAH,FCO,39.862598,4.21865,41.804532,12.251998,ES,IT,1.01,748.72,709.2137760517119,0.9472349824389783,685.35,6523.03,7208.38
VLG5H,VY3726,2021-07-03,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.49,271.32,241.05794119782644,0.8884635898489844,689.1,3978.47,4667.57
VLG76UJ,VY8463,2021-07-03,A320,LIS,BCN,38.7813,-9.13592,41.2971,2.07846,PT,ES,1.35,1024.43,994.0360676965066,0.9703308841956079,806.3,10112.67,10918.97
VLG8103,VY8103,2021-07-03,A320,ATH,BCN,37.936401,23.9445,41.2971,2.07846,GR,ES,2.89,1950.89,1904.5761897970913,0.9762601632060707,806.3,18306.74,19113.04
VLG78MX,VY3417,2021-07-03,A320,MAD,IBZ,40.471926,-3.56264,38.872898,1.37312,ES,ES,0.94,521.02,458.2622084769625,0.8795482101972333,806.3,5660.26,6466.56
VLG50RV,,,A320,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.41,908.07,826.1261861437757,0.9097604657612031,806.3,9083.52,9889.82
VLG6771,VY6771,2021-07-03,A321,PSA,BCN,43.683899,10.3927,41.2971,2.07846,IT,ES,1.3,805.53,731.1671552246128,0.9076845744101558,689.1,9430.18,10119.28
VLG2573,VY2573,2021-07-03,A320,JMK,BCN,37.435101,25.348101,41.2971,2.07846,GR,ES,2.93,2079.23,2039.4633855762133,0.9808743552065973,806.3,19441.84,20248.14
VLG13RX,,,A320,OVD,BCN,43.563599,-6.03462,41.2971,2.07846,ES,ES,1.04,744.8,711.6074806269959,0.9554343187795327,806.3,7639.48,8445.78
VLG1289,VY1289,2021-07-03,A320,BEG,BCN,44.818401,20.309099,41.2971,2.07846,RS,ES,2.34,1609.98,1516.953260127489,0.9422186984481106,806.3,15291.56,16097.86
VLG5NK,,,A20N,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.57,249.64,241.05794119782644,0.9656222608469254,685.35,2771.03,3456.39
VLG7JD,,,A320,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.55,312.6,276.1640126138499,0.883442138879878,806.3,3816.89,4623.19
VLG3150,VY3150,2021-07-03,A320,AGP,PMI,36.6749,-4.49911,39.551701,2.73881,ES,ES,1.08,767.91,709.1506965865061,0.9234815233380294,806.3,7843.88,8650.18
VLG40NT,,,A320,LCG,BCN,43.302101,-8.37726,41.2971,2.07846,ES,ES,1.22,931.71,887.7084148378394,0.9527733037509948,806.3,9292.61,10098.91
VLG62SW,VY2118,2021-07-03,A320,AGP,BCN,36.6749,-4.49911,41.2971,2.07846,ES,ES,1.12,798.11,765.9939217775354,0.9597598348317092,806.3,8110.98,8917.28
VLG33WE,,,A321,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.53,222.8,201.97414078485818,0.9065266642049289,689.1,3483.32,4172.42
VLG4RW,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.62,315.65,276.1640126138499,0.8749057900011085,689.1,4430.87,5119.97
VLG2979,VY2979,2021-07-03,A320,NTE,PMI,47.153198,-1.61073,39.551701,2.73881,FR,ES,1.21,940.0,915.1440723833915,0.9735575238121187,806.3,9365.93,10172.23
VLG7MZ,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.47,257.31,241.05794119782644,0.9368386040100518,689.1,3835.5,4524.6
VLG7713,VY7713,2021-07-03,A320,TUN,BCN,36.851002,10.2272,41.2971,2.07846,TN,ES,1.41,920.33,859.1944475706897,0.9335721399614156,806.3,9191.95,9998.25
VLG3318,VY3318,2021-07-04,A320,FCO,JMK,41.804532,12.251998,37.435101,25.348101,IT,GR,1.58,1284.09,1220.7844519476232,0.9507000692689946,806.3,12409.23,13215.53
VLG7722,VY7722,2021-07-04,A320,BCN,DBV,41.2971,2.07846,42.562247,18.265543,ES,HR,1.74,1384.21,1344.6358145172949,0.9714102733814196,806.3,13294.74,14101.04
VLG8MP,,,A320,FCO,BCN,41.804532,12.251998,41.2971,2.07846,IT,ES,1.42,885.09,847.9983096688334,0.9580927472560229,806.3,8880.27,9686.57
VLG75CE,,,A320,AGP,MRS,36.6749,-4.49911,43.438088,5.2125,ES,FR,1.57,1174.11,1116.740565482553,0.9511379389346425,806.3,11436.51,12242.81
VLG5KC,,,A20N,ORY,OPO,48.72333,2.37944,41.2481002808,-8.68138980865,FR,PT,2.0,1345.5,1200.9393752707913,0.8925599221633529,685.35,11009.51,11694.87
VLG10CX,,,A320,BCN,LCG,41.2971,2.07846,43.302101,-8.37726,ES,ES,1.52,943.67,887.7084148378394,0.9406979291890591,806.3,9398.39,10204.69
VLG667W,,,A320,SVQ,ORY,37.417999,-5.89311,48.72333,2.37944,ES,FR,1.96,1493.29,1423.481167604048,0.9532516574838431,806.3,14259.5,15065.8
VLG3WV,,,A320,ALC,ZRH,38.2822,-0.558156,47.458056,8.548056,ES,CH,1.78,1362.0,1259.8023722449173,0.9249650310168261,806.3,13098.3,13904.6
VLG17XM,VY3102,2021-07-04,A20N,VLC,TFN,39.4893,-0.481625,28.482752,-16.341707,ES,ES,2.51,1920.22,1897.881879146871,0.988366895015608,685.35,15330.16,16015.51
VLG35LA,,,A320,BCN,NAP,41.2971,2.07846,40.886002,14.2908,ES,IT,1.43,1113.71,1023.6451456339067,0.919130784166351,806.3,10902.3,11708.6
VLG6274,VY6274,2021-07-04,A20N,VLC,ACE,39.4893,-0.481625,28.945499,-13.6052,ES,ES,2.3,1737.17,1678.9904380564515,0.9665089991517534,685.35,13954.02,14639.37
VLG1X,,,A321,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.46,255.95,241.05794119782644,0.941816531345288,689.1,3821.62,4510.72
VLG398Z,VY1898,2021-07-04,A321,BCN,DUS,41.2971,2.07846,51.289501,6.76678,ES,DE,1.74,1324.55,1167.4565492286108,0.8813986253660571,689.1,14726.88,15415.98
VLG74SR,VY3319,2021-07-04,A320,JMK,FCO,37.435101,25.348101,41.804532,12.251998,GR,IT,1.92,1287.37,1220.7844519476232,0.948277847042904,806.3,12438.24,13244.54
VLG2SH,,,A320,BCN,AMS,41.2971,2.07846,52.308601,4.76389,ES,NL,1.86,1347.44,1241.180855776778,0.9211399808353454,806.3,12969.53,13775.83
VLG64KJ,VY1674,2021-07-04,A20N,SCQ,BCN,42.896301,-8.41514,41.2971,2.07846,ES,ES,1.19,925.26,883.2840940369294,0.9546333938967744,685.35,7850.22,8535.58
VLG39EM,,,A320,VLC,LPA,39.4893,-0.481625,27.9319,-15.3866,ES,ES,2.58,1938.07,1879.928640111199,0.9700003818805302,806.3,18193.35,18999.65
VLG4AM,,,A321,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.4,936.08,826.1261861437757,0.8825380161351334,689.1,10762.47,11451.57
VLG8253,VY8253,2021-07-04,A320,ALC,ORY,38.2822,-0.558156,48.72333,2.37944,ES,FR,1.84,1303.98,1184.7269540934649,0.9085468750237464,806.3,12585.15,13391.45
VLG3970,VY3970,2021-07-04,A20N,PMI,LCG,39.551701,2.73881,43.302101,-8.37726,ES,ES,1.74,1088.17,1015.2446652635386,0.9329835092527258,685.35,9074.95,9760.31
VLG7830,VY7830,2021-07-04,A320,BCN,LGW,41.2971,2.07846,51.148744,-0.185739,ES,GB,1.8,1236.56,1109.093782491985,0.8969186958109473,806.3,11988.85,12795.15
VLG54HD,,,A319,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.51,949.77,883.2840940369294,0.929997887948587,725.0,8537.52,9262.52
VLG737G,,,A320,BIO,AGP,43.301102,-2.91061,36.6749,-4.49911,ES,ES,1.15,804.1,749.1098254526187,0.9316127663880347,806.3,8163.96,8970.26
VLG73AB,,,A321,BCN,BRU,41.2971,2.07846,50.901402,4.48444,ES,BE,1.71,1230.71,1083.8219191144028,0.8806476904505552,689.1,13769.23,14458.33
VLG1983,VY1983,2021-07-04,A320,ORY,LIS,48.72333,2.37944,38.7813,-9.13592,FR,PT,2.25,1523.77,1438.1632218986754,0.943819094678774,806.3,14529.08,15335.38
VLG21WZ,,,A320,BCN,DUB,41.2971,2.07846,53.428713,-6.262121,ES,IE,2.14,1511.68,1485.2649190727598,0.9825260101825517,806.3,14422.15,15228.45
VLG38RP,VY8300,2021-07-04,A20N,BCN,,41.2971,2.07846,,,ES,,0.34,192.64,187.29749914417278,0.9722669183148505,685.35,2342.52,3027.87
VLG19DR,VY6377,2021-07-04,A320,IBZ,MXP,38.872898,1.37312,45.6306,8.72811,ES,IT,1.44,1074.5,964.0846516344773,0.8972402528008164,806.3,10555.51,11361.81
VLG3146,VY3146,2021-07-04,A320,AGP,FUE,36.6749,-4.49911,28.4527,-13.8638,ES,ES,1.8,1334.33,1265.9972317980094,0.9487887042920488,806.3,12853.58,13659.88
VLG57BL,,,A321,BCN,GRX,41.2971,2.07846,37.188702,-3.77736,ES,ES,1.09,745.88,680.1614947055176,0.9118913159027158,689.1,8821.45,9510.55
VLG3256,VY3256,2021-07-04,A320,SVQ,TFN,37.417999,-5.89311,28.482752,-16.341707,ES,ES,1.89,1442.07,1390.190930588451,0.9640245831259586,806.3,13806.48,14612.78
VLG77XZ,,,A320,SCQ,TFS,42.896301,-8.41514,28.0445,-16.5725,ES,ES,2.56,1838.46,1806.9762133950665,0.9828749134574951,806.3,17312.35,18118.65
VLG6206,VY6206,2021-07-04,A319,FLR,LGW,43.808558,11.202822,51.148744,-0.185739,IT,GB,1.77,1227.45,1180.4208393195825,0.9616854774692105,725.0,10757.31,11482.31
VLG786T,,,A320,AGP,ORY,36.6749,-4.49911,48.72333,2.37944,ES,FR,2.05,1534.41,1451.434494684693,0.9459235111115627,806.3,14623.18,15429.48
VLG78LT,,,A320,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.64,328.79,276.1640126138499,0.8399404258458282,806.3,3960.08,4766.38
VLG83RQ,,,A321,BCN,LPA,41.2971,2.07846,27.9319,-15.3866,ES,ES,3.1,2236.45,2174.573030508505,0.97233250486642,689.1,24032.99,24722.09
VLG788B,,,A321,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.62,319.88,276.1640126138499,0.8633362905272286,689.1,4474.04,5163.14
VLG45GN,VY8365,2021-07-04,A320,AGP,AMS,36.6749,-4.49911,52.308601,4.76389,ES,NL,2.56,1949.93,1883.725013846451,0.9660475062419938,806.3,18298.25,19104.55
VLG873K,,,A320,BCN,NTE,41.2971,2.07846,47.153198,-1.61073,ES,FR,1.21,756.07,714.2608931296247,0.9447020687629779,806.3,7739.16,8545.46
VLG463Z,,,A320,ORY,MAD,48.72333,2.37944,40.471926,-3.56264,FR,ES,1.5,1050.64,1004.6308375603405,0.9562084420546909,806.3,10344.48,11150.78
VLG632R,VY2454,2021-07-04,A320,IBZ,AGP,38.872898,1.37312,36.6749,-4.49911,ES,ES,0.92,590.61,570.9311076251637,0.966680394211347,806.3,6275.75,7082.05
VLG70PT,,,A321,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.44,226.83,201.97414078485818,0.8904207590920873,689.1,3524.44,4213.54
VLG8770,VY8770,2021-07-04,A20N,ORY,LGW,48.72333,2.37944,51.148744,-0.185739,FR,GB,0.69,395.57,326.3416181529916,0.8249908186995768,685.35,3868.11,4553.46
VLG26GU,,,A320,PMI,ALC,39.551701,2.73881,38.2822,-0.558156,ES,ES,0.73,388.65,318.2411043285507,0.8188372683096635,806.3,4489.51,5295.81
VLG97E,VY1420,2021-07-04,A321,BCN,BIO,41.2971,2.07846,43.301102,-2.91061,ES,ES,0.83,482.59,466.82765753085545,0.9673380250955376,689.1,6134.52,6823.62
VLG1423,VY1423,2021-07-04,A320,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.75,498.29,466.82765753085545,0.9368593741212053,806.3,5459.22,6265.52
VLG449H,VY3931,2021-07-04,A20N,PMI,GRX,39.551701,2.73881,37.188702,-3.77736,ES,ES,0.99,674.62,625.7047935951982,0.927492208347215,685.35,5965.96,6651.31
VLG3068,VY3068,2021-07-04,A20N,AGP,LPA,36.6749,-4.49911,27.9319,-15.3866,ES,ES,1.98,1467.34,1409.5966789996837,0.9606476201832458,685.35,11925.48,12610.84
VLG7SR,,,A320,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.47,256.06,241.05794119782644,0.9414119393807172,806.3,3316.82,4123.12
VLG77AW,VY3940,2021-07-04,A320,PMI,SVQ,39.551701,2.73881,37.417999,-5.89311,ES,ES,1.16,813.06,787.5419591764767,0.9686148121620505,806.3,8243.21,9049.51
VLG426G,,,A320,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.48,276.07,241.05794119782644,0.8731768797689949,806.3,3493.8,4300.1
VLG6251,VY6251,2021-07-04,A20N,FCO,ORY,41.804532,12.251998,48.72333,2.37944,IT,FR,1.69,1123.69,1088.7051244459017,0.9688660791195984,685.35,9341.99,10027.34
VLG513V,VY1268,2021-07-04,A20N,BCN,HEL,41.2971,2.07846,60.318363,24.963341,ES,FI,3.39,2732.49,2628.1493870975332,0.9618148235117177,685.35,21436.66,22122.01
VLG27MG,,,A320,PMI,ZAZ,39.551701,2.73881,41.666199,-1.04155,ES,ES,0.69,415.04,396.3328151256108,0.9549267904915448,806.3,4722.92,5529.22
VLG74NE,,,A320,BIO,MAH,43.301102,-2.91061,39.862598,4.21865,ES,ES,0.97,740.06,705.1854857633607,0.9528760989154403,806.3,7597.56,8403.86
VLG140U,,,A320,BCN,MXP,41.2971,2.07846,45.6306,8.72811,ES,IT,1.22,811.39,720.8202148323408,0.8883770009888472,806.3,8228.44,9034.74
VLG71WK,,,A321,BCN,ACE,41.2971,2.07846,28.945499,-13.6052,ES,ES,2.65,2023.24,1974.1972006027345,0.9757602660103273,689.1,21857.14,22546.24
VLG793X,,,A321,BCN,TFN,41.2971,2.07846,28.482752,-16.341707,ES,ES,2.85,2220.38,2194.5818224297977,0.9883811880983424,689.1,23868.99,24558.09
VLG85LC,,,A320,BCN,MUC,41.2971,2.07846,48.353802,11.7861,ES,DE,1.56,1203.95,1094.6694826180917,0.9092316812310243,806.3,11700.43,12506.73
VLG6534,VY6534,2021-07-04,A319,BCN,CTA,41.2971,2.07846,37.466801,15.0664,ES,IT,1.56,1240.09,1193.3120129298384,0.9622785547257364,725.0,10858.36,11583.36
VLG75JQ,,,A321,BCN,ORY,41.2971,2.07846,48.72333,2.37944,ES,FR,1.39,940.85,826.1261861437757,0.8780636511067393,689.1,10811.15,11500.25
VLG3286,VY3286,2021-07-04,A20N,BIO,SPC,43.301102,-2.91061,28.626499,-17.7556,ES,ES,2.74,2118.12,2102.1855253988847,0.9924770671155954,685.35,16817.93,17503.29
VLG79UT,,,A20N,BCN,AGP,41.2971,2.07846,36.6749,-4.49911,ES,ES,1.19,793.74,765.9939217775354,0.9650438705086495,685.35,6861.48,7546.84
VLG8354,VY8354,2021-07-04,A320,BIO,AMS,43.301102,-2.91061,52.308601,4.76389,ES,NL,1.68,1191.91,1152.552474008299,0.9669794481196557,806.3,11593.94,12400.24
VLG73SL,,,A320,BCN,LIS,41.2971,2.07846,38.7813,-9.13592,ES,PT,1.61,1055.61,994.0360676965066,0.9416698095854593,806.3,10388.44,11194.74
VLG2468,VY2468,2021-07-04,A320,BCN,NUE,41.2971,2.07846,49.498699,11.078056,ES,DE,1.73,1339.28,1149.6035936772032,0.8583743456761866,806.3,12897.36,13703.66
VLG1570,VY1570,2021-07-04,A320,BCN,OVD,41.2971,2.07846,43.563599,-6.03462,ES,ES,1.21,737.98,711.6074806269959,0.9642639104406567,806.3,7579.16,8385.46
VLG3R,,,A320,LPA,BCN,27.9319,-15.3866,41.2971,2.07846,ES,ES,2.87,2264.15,2174.573030508505,0.9604368219899321,806.3,21077.36,21883.66
VLG65JK,,,A20N,SVQ,LPA,37.417999,-5.89311,27.9319,-15.3866,ES,ES,1.95,1438.57,1377.5875868198211,0.9576090053454619,685.35,11709.2,12394.55
VLG7723,VY7723,2021-07-04,A320,DBV,BCN,42.562247,18.265543,41.2971,2.07846,HR,ES,2.19,1402.0,1341.2450956819955,0.9566655461355175,806.3,13452.08,14258.38
VLG2AN,,,A320,,JTR,,,36.400045,25.478638,,GR,2.33,2077.25,2073.962852329525,0.9984175483593815,806.3,19424.33,20230.63
VLG856Y,,,A320,BCN,MAD,41.2971,2.07846,40.471926,-3.56264,ES,ES,1.08,517.56,482.9479536765349,0.9331245723713868,806.3,5629.66,6435.96
VLG10EJ,VY2432,2021-07-04,A20N,SVQ,MAH,37.417999,-5.89311,39.862598,4.21865,ES,ES,1.33,964.6,918.7571263944475,0.9524747319038436,685.35,8145.98,8831.33
VLG872L,,,A321,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.52,269.65,241.05794119782644,0.893966034481092,689.1,3961.43,4650.53
VLG160L,,,A20N,TFN,BCN,28.482752,-16.341707,41.2971,2.07846,ES,ES,3.01,2331.24,2194.5818224297977,0.9413796187564549,685.35,18420.13,19105.49
VLG5U,,,A20N,TFN,BIO,28.482752,-16.341707,43.301102,-2.91061,ES,ES,2.68,2119.77,2038.563498627443,0.961690890345388,685.35,16830.34,17515.69
VLG27SY,VY8300,2021-07-04,A20N,BCN,,41.2971,2.07846,,,ES,,0.5,234.45,206.25895458704235,0.8797566840991357,685.35,2656.84,3342.19
VLG9JH,,,A20N,,ZAZ,,,41.666199,-1.04155,,ES,2.46,1988.15,1974.8900754964745,0.9933305210856698,685.35,15840.84,16526.2
VLG400E,,,A320,MAH,BCN,39.862598,4.21865,41.2971,2.07846,ES,ES,0.49,252.4,241.05794119782644,0.9550631584699938,806.3,3284.45,4090.75
VLG2UZ,,,A20N,ORY,PMI,48.72333,2.37944,39.551701,2.73881,FR,ES,1.51,1040.09,1020.275488157988,0.9809492333913297,685.35,8713.5,9398.85
VLG3906,VY3906,2021-07-04,A320,BCN,PMI,41.2971,2.07846,39.551701,2.73881,ES,ES,0.59,240.98,201.97414078485818,0.8381365291097111,806.3,3183.45,3989.75
VLG18KW,,,A321,PMI,BCN,39.551701,2.73881,41.2971,2.07846,ES,ES,0.53,232.01,201.97414078485818,0.8705406697334519,689.1,3577.31,4266.41
VLG35VX,,,A321,IBZ,BCN,38.872898,1.37312,41.2971,2.07846,ES,ES,0.59,321.87,276.1640126138499,0.8579986100408546,689.1,4494.34,5183.44
VLG3831,VY3831,2021-07-04,A320,MAH,MAD,39.862598,4.21865,40.471926,-3.56264,ES,ES,1.13,701.59,664.4521407410277,0.9470661508017898,806.3,7257.31,8063.61
VLG4VF,,,A320,ALC,PMI,38.2822,-0.558156,39.551701,2.73881,ES,ES,0.63,359.95,318.2411043285507,0.8841258628380351,806.3,4235.68,5041.98
VLG563F,VY2991,2021-07-04,A320,MRS,AGP,43.438088,5.2125,36.6749,-4.49911,FR,ES,1.67,1144.09,1116.740565482553,0.9760950322811606,806.3,11171.0,11977.3
VLG810K,,,A320,LCG,BCN,43.302101,-8.37726,41.2971,2.07846,ES,ES,1.11,928.07,887.7084148378394,0.956510193021905,806.3,9260.41,10066.71
VLG361J,,,A320,ZAZ,PMI,41.666199,-1.04155,39.551701,2.73881,ES,ES,0.75,486.92,396.3328151256108,0.8139587922566557,806.3,5358.66,6164.96
VLG21JT,,,A321,BIO,BCN,43.301102,-2.91061,41.2971,2.07846,ES,ES,0.79,504.56,466.82765753085545,0.9252173329848887,689.1,6358.73,7047.83
VLG7MQ,,,A320,BCN,IBZ,41.2971,2.07846,38.872898,1.37312,ES,ES,0.55,304.15,276.1640126138499,0.9079862324966296,806.3,3742.15,4548.45
VLG8E,,,A20N,,ORY,,,48.72333,2.37944,,FR,0.67,435.19,327.6341291207959,0.7528530736478225,685.35,4165.97,4851.32
VLG78QT,,,A20N,LPA,,27.9319,-15.3866,,,ES,,2.33,1923.75,1912.2554096208296,0.9940249042863312,685.35,15356.69,16042.05
VLG6KZ,,,A320,MAH,ALC,39.862598,4.21865,38.2822,-0.558156,ES,ES,0.86,501.67,448.18374023397746,0.8933835793130493,806.3,5489.12,6295.42
VLG43TB,,,A320,BCN,BIO,41.2971,2.07846,43.301102,-2.91061,ES,ES,0.89,469.25,466.9781397670148,0.9951585290719548,806.3,5202.38,6008.68
VLG8GP,,,A320,SVQ,PMI,37.417999,-5.89311,39.551701,2.73881,ES,ES,1.19,886.84,787.5419591764767,0.8880316169506074,806.3,8895.75,9702.05
VLG2011,VY2011,2021-07-04,A321,GRX,BCN,37.188702,-3.77736,41.2971,2.07846,ES,ES,1.14,757.48,680.1614947055176,0.8979266709424903,689.1,8939.83,9628.93
VLG6EY,,,A20N,BCN,SCQ,41.2971,2.07846,42.896301,-8.41514,ES,ES,1.42,907.75,883.2840940369294,0.973047748870206,685.35,7718.59,8403.94
VLG14NW,,,A319,VGO,BCN,42.2318,-8.62677,41.2971,2.07846,ES,ES,1.31,960.57,893.3736816402045,0.930045370603084,725.0,8623.86,9348.86
VLG334Q,,,A20N,LPA,BIO,27.9319,-15.3866,43.301102,-2.91061,ES,ES,2.7,2101.19,2042.4423460937285,0.9720407702748102,685.35,16690.66,17376.01
VLG2608,VY2608,2021-07-04,A320,AGP,BIO,36.6749,-4.49911,43.301102,-2.91061,ES,ES,1.16,779.95,749.1098254526187,0.960458779989254,806.3,7950.36,8756.66
VLG20W,,,A319,,PRG,,,50.100874,14.259911,,CZ,1.09,784.21,719.6196245772139,0.917636378747037,725.0,7214.02,7939.02
VLG3989,VY3989,2021-07-04,A20N,GRX,MAH,37.188702,-3.77736,39.862598,4.21865,ES,ES,1.09,778.42,756.1192690407404,0.9713512872751734,685.35,6746.31,7431.66
VLG3UF,VY2455,2021-07-04,A320,AGP,IBZ,36.6749,-4.49911,38.872898,1.37312,ES,ES,0.98,648.15,570.9311076251637,0.8808626207284791,806.3,6784.66,7590.96
VLG8981,VY8981,2021-07-04,A321,BRU,BCN,50.901402,4.48444,41.2971,2.07846,BE,ES,1.65,1136.93,1083.8219191144028,0.953288169996748,689.1,12812.18,13501.28
VLG89WF,,,A321,ORY,BCN,48.72333,2.37944,41.2971,2.07846,FR,ES,1.23,854.42,826.1261861437757,0.9668853563163032,689.1,9929.12,10618.22
VLG7HD,,,A320,NAP,BCN,40.886002,14.2908,41.2971,2.07846,IT,ES,1.6,1038.78,1023.6451456339067,0.9854301638786911,806.3,10239.59,11045.89
VLG4G,,,A20N,OPO,ORY,41.2481002808,-8.68138980865,48.72333,2.37944,PT,FR,1.83,1371.25,1200.9393752707913,0.8757989974627466,685.35,11203.1,11888.45
VLG6378,VY6378,2021-07-04,A320,MXP,IBZ,45.6306,8.72811,38.872898,1.37312,IT,ES,1.52,1008.29,964.0846516344773,0.9561581009773749,806.3,9969.92,10776.22
VLG68EL,VY6331,2021-07-04,A320,MXP,BCN,45.6306,8.72811,41.2971,2.07846,IT,ES,1.25,762.96,721.2348755625344,0.945311517723779,806.3,7800.1,8606.4
VLG3714,VY3714,2021-07-04,A320,BCN,MAH,41.2971,2.07846,39.862598,4.21865,ES,ES,0.48,273.4,241.05794119782644,0.8817042472488166,806.3,3470.19,4276.49
VLG82VX,VY8205,,A320,ZRH,ALC,47.458056,8.548056,38.2822,-0.558156,CH,ES,1.92,1351.87,1258.7587644092375,0.9311241202254933,806.3,13008.71,13815.01
VLG52VQ,,,A20N,SCQ,PMI,42.896301,-8.41514,39.551701,2.73881,ES,ES,1.49,1173.62,1003.2850914447073,0.8548636623819528,685.35,9717.35,10402.71
VLG416C,,,A320,MAD,ORY,40.471926,-3.56264,48.72333,2.37944,ES,FR,1.55,1101.04,1030.3683877469027,0.9358137649376069,806.3,10790.24,11596.54
VLG86BV,,,A20N,FCO,BCN,41.804532,12.251998,41.2971,2.07846,IT,ES,1.43,886.76,847.9983096688334,0.9562884091172734,685.35,7560.79,8246.14
VLG2XA,,,A320,ORY,ALC,48.72333,2.37944,38.2822,-0.558156,FR,ES,1.62,1204.46,1184.7269540934649,0.9836166863934583,806.3,11704.94,12511.24
VLG1C,,,A319,LGW,PSA,51.148744,-0.185739,43.683899,10.3927,GB,IT,2.07,1319.19,1148.031006840211,0.8702544795216844,725.0,11490.69,12215.69
VLG9BP,,,A320,FUE,AGP,28.4527,-13.8638,36.6749,-4.49911,ES,ES,1.73,1297.11,1265.9972317980094,0.9760137781668551,806.3,12524.38,13330.68
VLG2975,VY2975,2021-07-04,A320,NTE,BCN,47.153198,-1.61073,41.2971,2.07846,FR,ES,1.03,757.31,714.2608931296247,0.943155237788521,806.3,7750.13,8556.43
VLG698X,,,A320,OVD,BCN,43.563599,-6.03462,41.2971,2.07846,ES,ES,1.0,762.24,709.3139021379137,0.9305650479349203,806.3,7793.73,8600.03
VLG3257,VY3257,2021-07-04,A320,TFN,SVQ,28.482752,-16.341707,37.417999,-5.89311,ES,ES,2.02,1507.14,1390.190930588451,0.9224033139512261,806.3,14381.99,15188.29
VLG360R,VY8301,2021-07-04,A320,AMS,BCN,52.308601,4.76389,41.2971,2.07846,NL,ES,1.73,1280.26,1241.180855776778,0.9694756188405308,806.3,12375.35,13181.65
